accessionVersion,lineage,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs,parsed_date,year,subtype,group_count,sampling_weight
PP_0046PPG.2,A.D.5.1,2023-08-29,Cote d'Ivoire,NA,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15215,2025-09-24,hRSV/A/Cote_d'Ivoire/IPCI0057/2023,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120260501,0.9992775041050904,NA,NA,OZ334277.1,NA,NA,NA,0,0,2023-08-29T00:00:00Z,2023,RSV-A,36,0.16666666666666666
PP_004C37P.1,A.D.5.3,2019-11-12,Hong Kong,NA,"Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.","Public Health Laboratory Centre, Microbiology Division",Homo sapiens,15232,2025-10-31,PX437428.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,PX437428.1,NA,NA,VB19245279-Hyb,0,0,2019-11-12T00:00:00Z,2019,RSV-A,10,0.31622776601683794
PP_0030ML3.2,A.D.2.2,2015-11-25,Spain,Catalonia,"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,NA,15188,2025-06-30,hRSV/A/Spain/CT-HUVH-317781/2015,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118627022,0.9975697865353038,NA,NA,OZ279488.1,NA,NA,NA,0,0,2015-11-25T00:00:00Z,2015,RSV-A,22,0.21320071635561041
PP_001UK4H.1,A.D,2017,China,NA,"Fu, Y.; Li, Q.; Li, F.; Huang, L.; Zhang, H.; Chen, X.; Xie, Z.","Laboratory of Infection and Virology, Beijing Pediatric Research Institute, Beijing Children's Hospital, Beijing Key Laboratory of Pediatric Respiratory Infectious Diseases",Homo sapiens,1725,2023-10-25,OR570462.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OR570462.1,NA,NA,GZFE17162/GZ/CHN/2017,0,0,2017-01-01T00:00:00Z,2017,RSV-A,69,0.1203858530857692
PP_001RXFP.1,A.D.1,2019-02-10,USA,Texas,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ277122.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ277122.1,NA,NA,2028_4_35,0,0,2019-02-10T00:00:00Z,2019,RSV-A,799,0.03537745688386125
PP_004FB79.1,A.D.1.8,2021-11-29,USA,Texas/Houston,"Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.; Simar, S. R.","Baylor College of Medicine, Molecular Virology and Microbiology",Homo sapiens,15176,2025-12-23,PX702679.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN50231733,1,NA,NA,PX702679.1,SRR34736625,NA,HRSV/A/USA/TX-HOU-198774/2021,0,0,2021-11-29T00:00:00Z,2021,RSV-A,31,0.1796053020267749
PP_001RPW0.1,A.D.2,2018-01-02,USA,Texas,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ276865.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ276865.1,NA,NA,Osmt18_0101,0,0,2018-01-02T00:00:00Z,2018,RSV-A,298,0.057928444636349226
PP_001XF6B.1,A.D.1,2019-12-02,United Kingdom,Scotland,"Maloney, D. M.; Fernandes, G.; Jasim, S.; Dewar, R.; Templeton, K. E.","University of Edinburgh, Institute of Ecology and Evolution",Homo sapiens,15045,2024-09-25,PQ348970.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9571756978653532,NA,NA,PQ348970.1,NA,NA,RSVLO10,0,474,2019-12-02T00:00:00Z,2019,RSV-A,130,0.08770580193070293
PP_0030PTM.2,A.D.5.2,2022-12-07,Spain,Catalonia,"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres",Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca,NA,15205,2025-06-30,hRSV/A/Spain/CT-HUVH-513034/2022,"Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA118627097,0.9989490968801312,NA,NA,OZ279773.1,NA,NA,NA,0,0,2022-12-07T00:00:00Z,2022,RSV-A,153,0.08084520834544433
PP_001SN4J.1,A.D.1,2019-11-20,USA,Indiana,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ277961.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ277961.1,NA,NA,312980510,0,0,2019-11-20T00:00:00Z,2019,RSV-A,799,0.03537745688386125
PP_001CLB1.2,A.3.1.1,2012-07-16,South Korea,NA,"Yun, M. R.; Kim, A. R.; Lee, H. S.; Kim, D. W.; Lee, W. J.; Kim, K.; Kim, S. S.; Kim, Y. J.; Yun, M.-R.; Lee, W.-J.; Kim, A.-R.; Kim, Y.-J.; Kim, D.-W.","Korea National Institute of Health, Korea Centers for Disease Control and Prevention, Division of Biosafety Evaluation and Control",Homo sapiens,15172,2015-02-22,KP663728.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,KP663728.1,NA,NA,HRSV-A/IC688/12,0,0,2012-07-16T00:00:00Z,2012,RSV-A,1,1
PP_004C2H3.1,A.3.1,2011-02-18,Hong Kong,NA,"Mak, G. C.; Tsang, A. K.; Lai, K. K.; Wong, V. K.; Li, X.; Lo, J. Y.; Mak, G. C. K.; Tsang, A. K. L.; Lai, K. K. S.; Wong, V. K. L.; Lo, J. Y. C.","Public Health Laboratory Centre, Microbiology Division",Homo sapiens,15237,2025-10-31,PX437389.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9995402298850574,NA,NA,PX437389.1,NA,NA,V11-2217106-Hyb,0,2,2011-02-18T00:00:00Z,2011,RSV-A,10,0.31622776601683794
PP_0046PHU.2,A.D.5.1,2023-07-28,Cote d'Ivoire,NA,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15214,2025-09-24,hRSV/A/Cote_d'Ivoire/IPCI0039/2023,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120260642,0.9992775041050904,NA,NA,OZ334331.1,NA,NA,NA,0,0,2023-07-28T00:00:00Z,2023,RSV-A,36,0.16666666666666666
PP_001VP75.1,A.D.1,2019-12-18,Netherlands,NA,"Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.","UMC Utrecht, Paediatric Infectious Diseases",Homo sapiens,15208,2024-04-09,PP376655.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9986863711001642,NA,NA,PP376655.1,NA,NA,310103025,0,0,2019-12-18T00:00:00Z,2019,RSV-A,113,0.09407208683835973
PP_0019QJN.1,A.3.1.1,2011-12,China,NA,"Xia, Q.; Zhou, L.; Peng, C.; Hao, R.; Ni, K.; Zang, N.; Ren, L.; Deng, Y.; Xie, X.; He, L.; Tian, D.; Wang, L.; Huang, A.; Zhao, Y.; Zhao, X.; Fu, Z.; Tu, W.; Liu, E.","Children's Hospital of Chongqing Medical University, Department of Respiratory Medicine",Homo sapiens,1725,2012-10-28,JX482031.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,JX482031.1,NA,NA,CQ_Dec-2011(25),0,0,2012-11-20T00:00:00Z,2012,RSV-A,51,0.14002800840280097
PP_001R460.1,A.D.5,2021-04-05,South Africa,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ276195.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ276195.1,NA,NA,270104065,0,0,2021-04-05T00:00:00Z,2021,RSV-A,63,0.1259881576697424
PP_001URP6.1,A.D,2018-04-09,Germany,NA,"Kondgen, S.; Reiche, J.",Robert Koch Institut,Homo sapiens,15244,2024-02-13,OR795366.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,OR795366.1,NA,NA,hRSV/A/Germany/18-05891/2018,0,0,2018-04-09T00:00:00Z,2018,RSV-A,26,0.19611613513818404
PP_001P7TS.2,A.D.1.3,2020-11-25,Australia,NA,"Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.","The University of Sydney, Sydney Institute for Infectious Diseases",Homo sapiens,14960,2022-04-06,OM857298.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9825944170771757,NA,NA,OM857298.1,NA,NA,hRSV/A/Australia/WM3302850/2020,0,0,2020-11-25T00:00:00Z,2020,RSV-A,246,0.06375767130633382
PP_001H2F0.2,A.D,2014-03-06,Russia,Saint Petersburg,"Sintsova, K. S.; Krivitskaya, V. Z.; Sverlova, M. V.; Petrova, E. R.; Fadeev, A. V.; Komissarov, A. B.","Research Institute of Influenza, Lab. of Molecular Virology",Homo sapiens,1688,2017-07-04,MF145186.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.1108702791461412,NA,NA,MF145186.1,NA,NA,RSVA/St Petersburg/11101/2014,0,0,2014-03-06T00:00:00Z,2014,RSV-A,24,0.20412414523193154
PP_001GF0L.2,A.3.1.1,2010-11-22,Japan,"Kanagawa, Yokohama","Saikusa, M.; Kawakami, C.; Usuku, S.; Sasao, T.; Okubo, I.","Kanazawa-ku, Yokohama, Kanagawa 236-0051",Homo sapiens,1725,2018-01-25,LC365850.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,LC365850.1,NA,NA,HRSV/Yokohama.JPN/P5531/2010,0,0,2010-11-22T00:00:00Z,2010,RSV-A,37,0.1643989873053573
PP_00194DK.2,A.3.1.1,2010-01-13,USA,"Milwaukee, WI","Rebuffo-Scheer, C.; Bose, M. E.; He, J.; Khaja, S.; Ulatowski, M.; Beck, E. T.; Fan, J.; Kumar, S.; Nelson, M. I.; Henrickson, K. J.","Medical College of Wisconsin, Pediatrics - Infectious Diseases",Homo sapiens,15141,2011-10-23,JF920052.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9978325123152708,NA,NA,JF920052.1,NA,NA,A/WI/629-Q0154/10,1,21,2010-01-13T00:00:00Z,2010,RSV-A,6,0.4082482904638631
PP_00469NY.2,A.D.1.4,2024-09-16,Australia,Northern Territory,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15214,2025-09-24,hRSV/A/Australia/NT-RDH0710/2024,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120259798,0.9991461412151068,NA,Darwin,OZ334781.1,NA,NA,NA,0,2,2024-09-16T00:00:00Z,2024,RSV-A,239,0.06468462273531508
PP_003UQBW.1,A.D,2017-03-06,Israel,NA,"Porter, D. P.; Guo, Y.; Perry, J.; Gossage, D. L.; Watkins, T. R.; Chien, J. W.; Jordan, R.","Gilead Sciences, Inc., Clinical Virology",Homo sapiens,1716,2020-06-29,MT543814.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11270935960591132,NA,NA,MT543814.1,NA,NA,Subject0176_Day7_F,0,0,2017-03-06T00:00:00Z,2017,RSV-A,31,0.1796053020267749
PP_001XGVX.1,A.D.1.9,2023,Belgium,NA,"Delputte, P.; Stobbelaar, K.","University of Antwerp, Laboratory of Microbiology, Parasitology and Hygiene (LMPH), Department of Biomedical Sciences",Homo sapiens,15254,2024-10-13,PQ376586.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9999343185550084,NA,NA,PQ376586.1,NA,NA,HRSV/A/BEL/RVRA011/2023,1,0,2023-01-01T00:00:00Z,2023,RSV-A,3,0.5773502691896258
PP_0046QW1.2,A.D,2018-11-27,Egypt,Qalyubia,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,3643,2025-09-24,hRSV/A/Egypt/KB-CPHL002/2018,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120260684,0.2392775041050903,NA,NA,OZ334609.1,NA,NA,NA,0,0,2018-11-27T00:00:00Z,2018,RSV-A,3,0.5773502691896258
PP_001WRL8.1,A.D.1,2022-10-21,USA,NA,"Lauring, A. S.; Papalambros, L. K.","University Of Michigan, Internal Medicine - Infectious Disease",Homo sapiens,14429,2024-06-16,PP903821.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9067323481116584,NA,NA,PP903821.1,NA,NA,hRSV-A-HS15883,0,624,2022-10-21T00:00:00Z,2022,RSV-A,800,0.035355339059327376
PP_001R30D.1,A.D.5,2021-07-26,Netherlands,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ276155.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ276155.1,NA,NA,310104027,0,0,2021-07-26T00:00:00Z,2021,RSV-A,32,0.17677669529663687
PP_0046BZ8.2,A.D.1,2021-01-13,Australia,Queensland,"Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde",WHO Collaborating Centre for Reference and Research on Influenza,NA,15216,2025-09-24,hRSV/A/Australia/QLD-RBWH015/2021,whoflu,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMEA120259878,0.9992775041050904,NA,NA,OZ332016.1,NA,NA,NA,0,0,2021-01-13T00:00:00Z,2021,RSV-A,242,0.0642824346533225
PP_001SJD4.1,A.D,2020-01-01,USA,California,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ277834.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ277834.1,NA,NA,246160526,0,0,2020-01-01T00:00:00Z,2020,RSV-A,726,0.037113480951260276
PP_001LAKB.2,A.D,2017-11-04,Australia,NA,"Robertson, M.; Eden, J.-S.; Levy, A.; Carter, I.; Tulloch, R. L.; Cutmore, E. J.; Horsburgh, B. A.; Sikazwe, C. T.; Dwyer, D. E.; Smith, D. W.; Kok, J.","The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School",Homo sapiens,15073,2021-03-24,MW160782.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9897536945812808,NA,NA,MW160782.1,NA,NA,A/WA/PW7243266W/2017,0,0,2017-11-04T00:00:00Z,2017,RSV-A,42,0.1543033499620919
PP_001VQ0J.1,A.D.2.2,2019-09-02,Japan,NA,"Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.","UMC Utrecht, Paediatric Infectious Diseases",Homo sapiens,15226,2024-04-09,PP376682.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,PP376682.1,NA,NA,810103007,0,0,2019-09-02T00:00:00Z,2019,RSV-A,73,0.11704114719613057
PP_001XPXL.1,A.D.1,2020-01-17,Panama,NA,"Franco, D.; Goya, S.; Martinez, A.; Moreno, B.; Valdespino, E.; Gaitan, M.; Gonzalez, C.; Moreno, A.; Capitan-Barrios, Z.; Carrera, J. P.; Lopez-Verges, S.; Pascale, J. M.; Das, S. R.; Arbiza, J.; Delfraro, A.; Abrego, L.","Gorgas Memorial Institute of Health Studies, Department of Research in Virology and Biotechnology",Homo sapiens,15212,2024-11-25,PQ618014.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9991461412151068,NA,NA,PQ618014.1,NA,NA,hRSV/A/Panama/ICGES-143/2020,0,0,2020-01-17T00:00:00Z,2020,RSV-A,5,0.44721359549995793
PP_003RU84.1,A.D.3.2,2025-01-07,Iraq,NA,"Wali, M. H.; Yunus, M. A.; Naif, H. M.; Abdul Rahim, N. A.","Al-Nahrain University, Molecular and Medical Biotechnology",Homo sapiens,1725,2025-08-26,PX110997.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,PX110997.1,NA,NA,RSV_A-F18_Iraq,0,0,2025-01-07T00:00:00Z,2025,RSV-A,11,0.30151134457776363
PP_001DT54.2,A.3.1.1,2012-10-18,USA,NA,"Das, S. R.; Halpin, R. A.; Shilts, M.; Puri, V.; Akopov, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Bishop, B.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.",J. Craig Venter Institute,Homo sapiens,15147,2016-04-06,KU950545.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.9992775041050904,NA,NA,KU950545.1,NA,NA,RSVA/Homo sapiens/USA/TH_10134/2012,0,0,2012-10-18T00:00:00Z,2012,RSV-A,150,0.08164965809277261
PP_001QHAF.1,A.D.1,2019-11-09,Australia,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ275572.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ275572.1,NA,NA,610102047,0,0,2019-11-09T00:00:00Z,2019,RSV-A,51,0.14002800840280097
PP_001VWM3.1,A.D.4.1,2019-03-27,South Africa,NA,"Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.","UMC Utrecht, Paediatric Infectious Diseases",Homo sapiens,15223,2024-04-09,PP377576.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,1,NA,NA,PP377576.1,NA,NA,270102025,0,0,2019-03-27T00:00:00Z,2019,RSV-A,118,0.09205746178983235
PP_004HACV.1,A.D.5.2,2022,USA,WA,"Goya, S.; Longley, P. C.; Mathis, J. R.; Wendm, S.; Nunley, E.; Varela, C.; Kim, D. Y.; Furlong, J.; Greninger, A.","University of Washington, University of Washington",Homo sapiens,15197,2026-01-10,PX732797.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN53797674,0.9977668308702792,NA,NA,PX732797.1,SRR36366707,NA,RSV/A/4DPTBD/USA/2022,0,34,2022-01-01T00:00:00Z,2022,RSV-A,800,0.035355339059327376
PP_001QTXW.1,A.D.1,2020-07-02,Finland,NA,"Wilkins, D.; Langedijk, A. C.; Lebbink, R. J.; Morehouse, C. A.; Abram, M. E.; Ahani, B.; Aksyuk, A. A.; Baraldi, E.; Brady, T.; Chen, A. T.; Chi, H.; Choi, E. H.; Cohen, R.; Danilenko, D. M.; Gopalakrishnan, V.; Greenough, A.; Heikkinen, T.; Hosoya, M.; Keller, C.; Kelly, E. J.; Kragten-Tabatabaie, L.; Martinon-Torres, F.; Mascarenas-de Los Santos, A. H.; Nunes, M. C.; Palomino, M. A.; Papenburg, J.; Pernica, J. M.; Richmond, P.; Stein, R. T.; Tuffy, K. M.; Verwey, C.; Esser, M. T.; Tabor, D. E.; Bont, L. J.","Astrazeneca, Early Vaccines & Immune Therapies",Homo sapiens,1725,2023-03-05,OQ275874.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,NA,0.11330049261083744,NA,NA,OQ275874.1,NA,NA,358103022,0,0,2020-07-02T00:00:00Z,2020,RSV-A,54,0.13608276348795434
